X,Y,OBJECTID,BOATLANDING_SEQ_NO,LMS_BOAT_LANDING_NAME,LANDING_TYPE_CODE,RAMP_TYPE_CODE,ADA_ACCESSIBLE_FEATURE_CODE,OWNERSHIP_NAME_TEXT,OWNERSHIP_MANAGER_NAME_TEXT,OWNERSHIP_MANAGER_PHONE_TEXT,LL_LAT_DD_AMT,LL_LONG_DD_AMT,WATERBODY_NAME_TEXT,COUNTY_NAME_TEXT,MUNICIPALITY_NAME_TEXT,TOWN_NO,RANGE_NO,RANGE_DIRECTION,ABANDON_FLAG
662236.787011989,534468.651867298,1733,2056,Boat Launch #14 - Thunder River,RAMP,Concrete Plank,No,STATE(DNR),Peshtigo River State Forest,(715) 757-3965,45.26803005,-88.18555695,Peshtigo River,Marinette,TOWN OF STEPHENSON,32,18,E,No
658039.62651199,532202.228067299,1734,2058,Thunder Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Stephenson,715-854-2942,45.24976813,-88.24090667,Thunder Lake,Marinette,TOWN OF STEPHENSON,32,18,E,No
676036.131911989,526574.704067299,1735,2059,Left Foot Lake Access,RAMP,Other,No,COUNTY,Assistant Parks Administrator,(715) 732-7530,45.19538056,-88.01346521,Left Foot Lake,Marinette,TOWN OF BEAVER,31,20,E,No
672799.150011989,519403.3176673,1736,2060,Bass Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Beaver,920-619-9598,45.13157258,-88.0568473,Bass Lake,Marinette,TOWN OF BEAVER,31,20,E,No
667185.06811199,545436.9184673,1737,2061,Big Newton Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Stephenson,,45.36698129,-88.12049128,Big Newton Lake,Marinette,TOWN OF STEPHENSON,33,19,E,No
667177.50981199,545335.7705673,1738,2062,Little Newton Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Stephenson,,45.3660729,-88.12061789,Little Newton Lake,Marinette,TOWN OF STEPHENSON,33,19,E,No
660281.34171199,506672.090467298,1739,2143,Kelly Lake Access # 3,RAMP,Paved,No,TOWNSHIP,Town of Spruce,920-829-5111,45.02085892,-88.22020207,Kelly Lake,Oconto,TOWN OF SPRUCE,29,19,E,No
697243.25671199,511618.911367299,1740,2068,NW Front Street Boat Ramp,RAMP,Concrete,No,CITY,Parks & Recreation Department,(715) 582-3041,45.05584319,-87.74896867,Peshtigo River,Marinette,CITY OF PESHTIGO,30,23,E,No
682330.39791199,534774.828367298,1741,2064,Lake Noquebay - North Access,RAMP,Paved,No,STATE(DNR),,,45.26772475,-87.93070647,Lake Noquebay,Marinette,TOWN OF MIDDLE INLET,32,21,E,No
684288.05551199,532409.366767298,1742,2065,Lake Noquebay Park Boat Launch,RAMP,Concrete,No,COUNTY,Assistant Parks Administrator,(715) 732-7530,45.2459915,-87.90655037,Lake Noquebay,Marinette,TOWN OF LAKE,32,21,E,No
684778.17561199,532750.7452673,1743,2066,Lake Noquebay - South Access,RAMP,Gravel,No,TOWNSHIP,Town of Lake,715-854-2340,45.24894774,-87.900196,Lake Noquebay,Marinette,TOWN OF LAKE,32,21,E,No
696742.09971199,519796.299767299,1744,2067,Bagley Flowage Access,RAMP,Concrete Plank,No,STATE(DNR),Forest Superintendent,(715) 757-3965,45.12952283,-87.75244394,Bagley Flowage,Marinette,TOWN OF PORTERFIELD,31,22,E,No
691296.12941199,538609.732767299,1745,2069,Lake Mary - East Access,RAMP,Paved,No,TOWNSHIP,Town of Wagner,715-927-7902,45.30009219,-87.81517345,Lake Mary,Marinette,TOWN OF WAGNER,33,22,E,No
690658.46731199,538663.4348673,1746,2070,Lake Mary - West Access,RAMP,Other,No,TOWNSHIP,Town of Middle Inlet,715-854-3106,45.30073049,-87.82328222,Lake Mary,Marinette,TOWN OF MIDDLE INLET,33,21,E,No
703226.954811989,546011.5368673,1747,2071,Grand Rapids Flowage Access,RAMP,Concrete Panels,No,OTHER,Wisconsin Public Service,,45.36365193,-87.66038196,Menominee River,Marinette,TOWN OF WAGNER,34,23,E,No
703749.51101199,517588.243367299,1748,2072,Cox Landing,RAMP,Concrete Panels,No,STATE(DNR),,,45.10787517,-87.66421731,Upper Scott Flowage,Marinette,TOWN OF PORTERFIELD,31,23,E,No
644226.069311989,582764.966167299,1749,2073,Hilbert Lake - East Access,RAMP,Paved,Yes,TOWNSHIP,Town of Goodman,715-336-2107,45.70729168,-88.40407146,Hilbert Lake,Marinette,TOWN OF GOODMAN,37,17,E,No
642329.38491199,583323.075167298,1750,2074,Hilbert Lake - West Access,RAMP,Paved,No,TOWNSHIP,Town of Armstrong Creek,920-737-5975,45.71265094,-88.42828801,Hilbert Lake,Forest,TOWN OF ARMSTRONG CREEK,37,16,E,No
671354.08101199,572811.0499673,1751,2075,Lindquist Lake - Southern Access,RAMP,Gravel,No,TOWNSHIP,Town of Dunbar,715-324-6132,45.61235077,-88.05884063,Lindquist Lake,Marinette,TOWN OF DUNBAR,36,19,E,No
672614.711311989,573144.174867298,1752,2076,Lundgren Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Pembine,715-324-6314,45.61507165,-88.04257787,Lundgren Lake,Marinette,TOWN OF PEMBINE,36,20,E,No
672287.96971199,564625.325167298,1753,2077,Town Corner Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Amberg,715-759-5095,45.53850964,-88.04942223,Town Corner Lake,Marinette,TOWN OF AMBERG,35,20,E,No
670029.94971199,560666.974267298,1754,2078,Glen Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Athelstane,715-856-5335,45.50339027,-88.07953985,Glen Lake,Marinette,TOWN OF ATHELSTANE,35,19,E,No
690182.521211989,566453.4712673,1755,2079,Chalk Hill Flowage Access,CARRY-IN,Other,No,OTHER,WE Energies,,45.55081056,-87.81974267,Menominee River,Marinette,TOWN OF BEECHER,36,21,E,No
687685.167511989,554254.5852673,1756,2081,Grogan Road Access,RAMP,Gravel,No,TOWNSHIP,Town of Wausaukee,715-856-5281,45.44168983,-87.85588436,Menominee River,Marinette,TOWN OF WAUSAUKEE,34,21,E,No
667279.088011989,573362.175967298,1757,2082,Lily Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Dunbar,715-324-6132,45.61818466,-88.11090802,Lily Lake,Marinette,TOWN OF DUNBAR,36,19,E,No
688978.87321199,567386.2978673,1759,2084,Menominee River Access,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Beecher,715-324-5535,45.55953677,-87.83481562,Menominee River,Marinette,TOWN OF BEECHER,36,21,E,No
692604.24071199,581246.625567298,1760,2085,Saler Boat Landing,RAMP,Concrete Plank,No,STATE(DNR),Property Manager,715-757-3979,45.68326727,-87.78350209,Menominee River,Marinette,TOWN OF NIAGARA,37,22,E,No
684030.979511989,579298.047367299,1761,2086,Morgan Park Boat Landing,RAMP,Gravel,No,COUNTY,Assistant Parks Administrator,(715) 732-7530,45.66782268,-87.89417643,Timms Lake,Marinette,TOWN OF NIAGARA,37,21,E,No
679410.68911199,549379.786367299,1762,2087,Lost Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Wausaukee,715-856-5281,45.39977491,-87.96319535,Lost Lake,Marinette,TOWN OF WAUSAUKEE,34,20,E,No
677519.42721199,549329.617267299,1763,2088,Long Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Wausaukee,715-856-5281,45.39975186,-87.98736112,Long Lake,Marinette,TOWN OF WAUSAUKEE,34,20,E,No
688724.499211989,543108.740167299,1764,2089,Bear Point Access,RAMP,Concrete Plank,No,COUNTY,Assistant Parks Administrator,(715) 732-7530,45.34118358,-87.84641702,Menominee River,Marinette,TOWN OF WAUSAUKEE,33,21,E,No
694126.90341199,544225.221567299,1765,2090,Menominee River Access,RAMP,Gravel,No,TOWNSHIP,Town of Wagner,715-927-7902,45.34990528,-87.77711941,Menominee River,Marinette,TOWN OF WAGNER,33,22,E,No
700417.12521199,536637.728267299,1766,2091,Menominee River Park Boat Launch,RAMP,Grate,No,COUNTY,Assistant Parks Administrator,(715) 732-7530,45.28007166,-87.6996474,Menominee River,Marinette,TOWN OF WAGNER,33,22,E,No
699473.280411989,534378.272267299,1767,2092,Twin Island Park Carry-in Access,CARRY-IN,Unimproved,No,COUNTY,Assistant Parks Administratr,(715)-732-7530,45.25999109,-87.71248884,Menominee River,Marinette,TOWN OF WAGNER,32,22,E,No
665620.955411989,521640.264667299,1768,2095,Nelligan Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Beaver,920-619-9598,45.15321477,-88.14743177,Nelligan Lake,Marinette,TOWN OF BEAVER,31,19,E,No
709707.177911989,515332.9120673,1769,2093,Red Arrow Park Boat Ramp,RAMP,Concrete,Yes,CITY,Recreation Department,(715) 732-5222,45.08601771,-87.58940502,Lake Michigan,Marinette,CITY OF MARINETTE,30,24,E,No
668040.21531199,510379.109867299,1770,2094,Montana Lake Access,RAMP,Gravel,No,STATE(DNR),Wildlife Biologist,715-582-5010,45.05139596,-88.12000007,Montana Lake,Marinette,TOWN OF POUND,30,20,E,No
659372.73141199,536136.170967299,1771,2096,Boat Launch #2 - Bass Bay,RAMP,Concrete Plank,No,STATE(DNR),Peshtigo River State Forest,(715) 757-3965,45.28489962,-88.22282208,High Falls Reservoir,Marinette,TOWN OF STEPHENSON,32,18,E,No
662786.270111989,537306.018667299,1772,2097,Boat Landing #3B- Stephenson Park Ramp,RAMP,Concrete Plank,No,STATE(DNR),Peshtigo River State Forest,(715) 757-3965,45.2947392,-88.1789801,High Falls Reservoir,Marinette,TOWN OF STEPHENSON,33,19,E,No
692480.07411199,500145.198667299,1773,2098,D.E. Hall Park,RAMP,Gravel,No,COUNTY,"Forestry, Parks & Recreation Dept.",(920) 834-6995,44.95380927,-87.81334921,Lake Michigan,Oconto,TOWN OF LITTLE RIVER,29,22,E,No
660397.584711989,521465.908467298,1774,2099,White Potato Lake Public Access #4,RAMP,Paved,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.15270442,-88.21389875,White Potato Lake,Oconto,TOWN OF BRAZEAU,31,18,E,No
661657.76591199,521886.817967299,1775,2100,White Potato Lake Public Access #5,RAMP,Paved,Yes,TOWNSHIP,Town of Brazeau,920-897-3855,45.15623964,-88.19775557,White Potato Lake,Oconto,TOWN OF BRAZEAU,31,18,E,No
661227.90501199,520368.610867299,1776,2101,White Potato Lake Public Access #3,RAMP,Paved,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.1426661,-88.20365104,White Potato Lake,Oconto,TOWN OF BRAZEAU,31,18,E,No
660777.50291199,519756.668267298,1777,2102,White Potato Public Access #2,RAMP,Paved,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.13725021,-88.20954951,White Potato Lake,Oconto,TOWN OF BRAZEAU,31,18,E,No
649224.18361199,529194.292767299,1778,2105,Nelligan Lake Access,RAMP,Gravel,No,FEDERAL,US Forest Service,715-276-6333,45.22437801,-88.35397896,Nelligan Lake,Oconto,TOWN OF RIVERVIEW,32,17,E,No
660437.60651199,519160.6991673,1779,2103,White Potato Lake Access #1,RAMP,Concrete,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.13190862,-88.21403921,White Potato Lake,Oconto,TOWN OF BRAZEAU,31,18,E,No
654038.87331199,523512.396867299,1780,2104,Shay Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.17235432,-88.29420626,Shay Lake,Oconto,TOWN OF BRAZEAU,31,18,E,No
646411.60641199,524237.384267299,1781,2106,Bear Paw Lake Access,RAMP,Gravel,No,FEDERAL,US Forest Service,715-276-6333,45.18028613,-88.39104843,Bear Paw Lake,Oconto,TOWN OF MOUNTAIN,31,17,E,No
641883.27351199,522025.8472673,1782,2107,Green Lake Picnic Ground Boat Ramp,RAMP,Gravel,No,FEDERAL,US Forest Service,715-276-6333,45.161183,-88.449203,Green Lake,Oconto,TOWN OF MOUNTAIN,31,16,E,No
652336.380311989,533160.1904673,1783,2108,Boundary Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Riverview,715-276-6914,45.26015477,-88.31423304,Boundary Lake,Oconto,TOWN OF RIVERVIEW,32,17,E,No
648987.54441199,530892.132167298,1784,2109,Crooked Lake Access,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Riverview,715-276-6914,45.23969831,-88.35655161,Crooked Lake,Oconto,TOWN OF RIVERVIEW,32,17,E,No
626994.31471199,519569.417767299,1785,2110,Boulder Lake Campground Boat Ramp,RAMP,Paved,Yes,FEDERAL,US Forest Service,715-276-6333,45.14149254,-88.63911361,Boulder Lake,Oconto,TOWN OF DOTY,31,15,E,No
642722.40401199,518402.1727673,1786,2111,East Shore Boat Launch,RAMP,Gravel,No,COUNTY,"Forestry, Parks & Recreation Dept.",(920) 834-6995,45.12843071,-88.43942048,Chute Pond,Oconto,TOWN OF MOUNTAIN,31,16,E,No
642379.536411989,518615.788667299,1787,2112,Chute Pond Boat Launch,RAMP,Concrete,No,COUNTY,"Forestry, Parks & Recreation Dept.",(920) 834-6995,45.13041239,-88.4437266,Chute Pond,Oconto,TOWN OF MOUNTAIN,31,16,E,No
644338.17291199,517370.881967299,1788,2113,Anderson Lake Access,RAMP,Concrete Panels,Yes,COUNTY,"Forestry, Parks & Recreation Dept.",(920) 834-6995,45.11886828,-88.41913799,Anderson Lake,Oconto,TOWN OF MOUNTAIN,31,17,E,No
637666.96291199,541191.3736673,1789,2114,John Lake Access,RAMP,Gravel,No,STATE(DNR),Lakewood Hatchery,(715) 276-6066,45.33435899,-88.49829278,John Lake,Oconto,TOWN OF LAKEWOOD,33,16,E,No
638279.70901199,540097.242567299,1790,2115,Munger Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Lakewood,715-276-3579,45.32442807,-88.49062955,Munger Lake,Oconto,TOWN OF LAKEWOOD,33,16,E,No
641557.321611989,542349.3657673,1791,2116,Waubee Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Lakewood,715-276-3579,45.34411522,-88.44837602,Waubee Lake,Oconto,TOWN OF LAKEWOOD,33,16,E,No
639232.78241199,538867.992867298,1792,2117,Wheeler Lake Picnic Ground Boat Ramp,RAMP,Paved,No,FEDERAL,US Forest Service,715-276-6333,45.31311119,-88.47875775,Wheeler Lake,Oconto,TOWN OF LAKEWOOD,33,16,E,No
633831.162111989,537698.8452673,1793,2118,Chain Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Lakewood,,45.30356446,-88.54803361,Chain Lake,Oconto,TOWN OF LAKEWOOD,33,16,E,No
634069.519411989,533890.814967299,1794,2119,Maiden Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Riverview,715-276-6914,45.26925895,-88.54587018,Maiden Lake,Oconto,TOWN OF RIVERVIEW,32,16,E,No
638592.83981199,534344.309767298,1795,2120,Paya Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Riverview,715-276-6914,45.27259108,-88.48811943,Paya Lake,Oconto,TOWN OF RIVERVIEW,32,16,E,No
629818.740411989,535179.728467299,1796,2121,Archibald Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Townsend,715-276-6856,45.2815346,-88.59975622,Archibald Lake,Oconto,TOWN OF TOWNSEND,32,15,E,No
626365.27311199,533424.826267298,1797,2122,Boot Lake Access,RAMP,Paved,No,FEDERAL,US Forest Service,715-276-6333,45.26627359,-88.64415323,Boot Lake,Oconto,TOWN OF DOTY,32,15,E,No
628476.035411989,534883.745767299,1798,2123,Bass Lake Picnic Ground Boat Ramp,RAMP,Paved,No,FEDERAL,US Forest Service,715-276-6333,45.27907968,-88.61693607,Bass Lake,Oconto,TOWN OF TOWNSEND,32,15,E,No
626609.661411989,539738.712767299,1800,2125,Horn Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Townsend,715-276-6856,45.32305474,-88.6396809,Horn Lake,Oconto,TOWN OF TOWNSEND,33,15,E,No
628636.286511989,538791.806367299,1801,2126,McCaslin Brook Access,RAMP,Paved,No,TOWNSHIP,Town of Townsend,715-276-6856,45.31422286,-88.61403687,McCaslin Brook,Oconto,TOWN OF TOWNSEND,33,15,E,No
629377.67861199,541797.2506673,1802,2127,Townsend Flowage Access,RAMP,Gravel,No,TOWNSHIP,Town of Townsend,715-276-6856,45.3411529,-88.6039168,Townsend Flowage,Oconto,TOWN OF TOWNSEND,33,15,E,No
628868.908711989,543342.2312673,1803,2128,Surprise Lake - North Access,RAMP,Paved,No,TOWNSHIP,Town of Townsend,715-276-6856,45.35513493,-88.61006846,Surprise Lake,Oconto,TOWN OF TOWNSEND,33,15,E,No
629275.89411199,542576.116267299,1804,2129,Surprise Lake - South Access,RAMP,Gravel,No,TOWNSHIP,Town of Townsend,715-276-6856,45.34817755,-88.60504342,Surprise Lake,Oconto,TOWN OF TOWNSEND,33,15,E,No
630917.202011989,542694.767467299,1805,2130,Oughton Park Boat Ramp,RAMP,Concrete,Yes,TOWNSHIP,Town of Townsend,(715) 276-6856,45.34898747,-88.58407113,Pickerel Lake,Oconto,TOWN OF TOWNSEND,33,15,E,No
657783.630811989,512367.511367299,1806,2131,Ucil Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Bagley,920-590-0198,45.0713564,-88.24964191,Ucil Lake,Oconto,TOWN OF BAGLEY,30,18,E,No
657180.86941199,512174.8693673,1807,2132,Wescott Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Bagley,920-590-0198,45.06972596,-88.25735357,Wescott Lake,Oconto,TOWN OF BAGLEY,30,18,E,No
666067.80001199,510517.1225673,1808,2133,Rost Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.05304719,-88.14499488,Rost Lake,Oconto,TOWN OF BRAZEAU,30,19,E,No
658132.194411989,507649.042167298,1809,2134,White Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Bagley,920-590-0198,45.02883346,-88.24651404,White Lake,Oconto,TOWN OF BAGLEY,30,18,E,No
659891.83791199,509226.295267299,1810,2135,Leigh Flowage Access (Ed Tank Boat Landing),RAMP,Gravel,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.04267977,-88.22374824,Leigh Flowage,Oconto,TOWN OF BRAZEAU,30,19,E,No
659502.13231199,506056.727267299,1811,2136,Kelly Lake Access # 2,RAMP,Paved,No,TOWNSHIP,Town of Spruce,920-829-5111,45.01534954,-88.23307211,Kelly Lake,Oconto,TOWN OF SPRUCE,29,19,E,No
640827.58011199,491846.5622673,1812,2137,Berry Lake Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Underhill,920-855-2942,44.88975678,-88.47008404,Berry Lake,Oconto,TOWN OF UNDERHILL,28,17,E,No
673654.06951199,488869.713167299,1813,2138,Machickanee Boat Landing,RAMP,Concrete Plank,No,COUNTY,"Forestry, Parks & Recreation Dept.",(920) 834-6995,44.85668489,-88.055298,Machickanee Flowage,Oconto,TOWN OF STILES,28,20,E,No
666157.657611989,491206.898467299,1814,2139,East Side Beach Boat Ramp,RAMP,Concrete,No,CITY,City Administrator,(920) 846-4518,44.87928948,-88.14945072,Oconto Falls Pond,Oconto,CITY OF OCONTO FALLS,28,19,E,No
630979.05161199,528802.680167299,1815,2140,Star Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Doty,715-276-7554,45.22400972,-88.58644312,Star Lake,Oconto,TOWN OF DOTY,32,15,E,No
637639.67771199,519465.4811673,1816,2141,McComb Lake Access,RAMP,Gravel,No,FEDERAL,US Forest Service,715-276-6333,45.13886382,-88.50378135,McComb Lake,Oconto,TOWN OF MOUNTAIN,31,16,E,No
641518.96871199,506246.5941673,1817,2142,Wiscobee Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of How,920-842-9851,45.01925634,-88.45766386,Wiscobee Lake,Oconto,TOWN OF HOW,29,17,E,No
660285.36641199,507337.3176673,1819,2144,Kelly Lake Access # 4,RAMP,Paved,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.02560585,-88.21928123,Kelly Lake,Oconto,TOWN OF BRAZEAU,29,19,E,No
659760.29071199,507573.2553673,1820,2145,Kelly Lake Access # 5,RAMP,Gravel,No,TOWNSHIP,Town of Brazeau,920-897-3855,45.02783242,-88.2258775,Kelly Lake,Oconto,TOWN OF BRAZEAU,30,19,E,No
657997.71551199,508153.797567299,1821,2146,Pecor Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Bagley,920-590-0198,45.03340127,-88.24808176,Pecor Lake,Oconto,TOWN OF BAGLEY,30,18,E,No
658439.07241199,509516.232867299,1822,2147,Underwood Lake Access,RAMP,Gravel,No,COUNTY,Fotrestry/Parks & recreation,920-834-6821,45.045574,-88.242106,Underwood Lake,Oconto,TOWN OF BRAZEAU,30,19,E,No
665254.95681199,491085.231767299,1823,2148,West Side Beach Boat Ramp,RAMP,Concrete Panels,No,CITY,City Administrator,(920) 846-4518,44.87837938,-88.16090909,Oconto Falls Pond,Oconto,CITY OF OCONTO FALLS,28,19,E,No
694912.21181199,501203.180167299,1824,2151,North Bay Shore Recreation Area Boat Ramp,RAMP,Other,Yes,COUNTY,"Forestry, Parks & Recreation Dept.",(920) 834-6995,44.96273169,-87.78217149,Lake Michigan,Oconto,TOWN OF LITTLE RIVER,29,22,E,No
690028.61461199,492715.347667299,1825,2149,Oconto City Docks,RAMP,Concrete Panels,No,CITY,Park & Recreation Dept.,(920) 834-7706,44.8875634,-87.84690482,Oconto River,Oconto,CITY OF OCONTO,28,22,E,No
691323.35871199,493584.945167299,1826,2150,Breakwater Park Boat Ramp,RAMP,Concrete,Yes,CITY,Park & Recreation Dept.,(920) 834-7706,44.89507578,-87.83022677,Oconto River,Oconto,CITY OF OCONTO,28,22,E,No
607278.771611989,523231.7454673,1827,2152,Elton Springpond Access 2,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.17716608,-88.88918744,Elton Springpond,Langlade,TOWN OF EVERGREEN,31,13,E,No
607258.967411989,523232.4066673,1828,2153,Elton Springpond Access 1,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.17717448,-88.88943932,Elton Springpond,Langlade,TOWN OF EVERGREEN,31,13,E,No
639456.06521199,504600.158967299,1829,2154,Grignon Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of How,920-842-9851,45.00479103,-88.48422822,Grignon Lake,Oconto,TOWN OF HOW,29,17,E,No
633347.818911989,481312.083567299,1830,2157,Shawano Lake Access,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Wescott,715-526-9853 Ext. 3,44.79621804,-88.56692709,Shawano Lake,Shawano,TOWN OF WESCOTT,27,16,E,No
635852.833611989,484629.9910673,1831,2155,Shawano Lake County Park & Campground Boat Ramp,RAMP,Concrete Panels,No,COUNTY,Highway & Parks Dept.,(715) 526-9182,44.82567505,-88.53450995,Shawano Lake,Shawano,TOWN OF WESCOTT,27,16,E,No
633902.25181199,483072.212667299,1832,2156,Shawano Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Wescott,715-526-9853 Ext. 3,44.81196996,-88.5595253,Shawano Lake,Shawano,TOWN OF WESCOTT,27,16,E,No
608549.95681199,520403.664767299,1833,2159,Sunshine Springs Access,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.15155508,-88.87351374,Sunshine Springs,Langlade,TOWN OF EVERGREEN,31,13,E,No
640492.88781199,482359.153467299,1834,2162,Shawano Lake Access,RAMP,Concrete Plank,No,TOWNSHIP,Town of Washington,715-745-2474,44.80447156,-88.47637387,Shawano Lake,Shawano,TOWN OF WASHINGTON,27,17,E,No
676056.26201199,410802.644867299,1835,2433,Round Lake Access,RAMP,Gravel,No,COUNTY,Calumet County Parks Dept.,(920) 439-1008,44.15376127,-88.04849778,Round Lake,Calumet,TOWN OF BRILLION,20,20,E,No
676314.205811989,408342.4208673,1837,2435,Becker Lake Park Boat Ramp,RAMP,Concrete,No,COUNTY,Calumet County Parks Dept.,(920) 439-1008,44.13156895,-88.0460046,Becker Lake,Calumet,TOWN OF RANTOUL,19,20,E,No
654348.51921199,393295.123067299,1842,2440,Ecker Lakeland Road Access,RAMP,Gravel,No,TOWNSHIP,Town of Brothertown,920-418-0949,44.00051612,-88.3242847,Lake Winnebago,Calumet,TOWN OF BROTHERTOWN,18,18,E,No
666941.83491199,396482.7122673,1843,2441,Leahy-Lions Park Canoe Launch,CARRY-IN,Concrete,Yes,CITY,City of Chilton,(920) 849-2451,44.02678976,-88.1664018,South Branch Manitowoc River,Calumet,CITY OF CHILTON,18,19,E,No
642288.69301199,483063.691267299,1845,2163,Cecil Lake View Park Boat Ramp,RAMP,Concrete Panels,No,VILLAGE,Village of Cecil,715-745-4428,44.8105065,-88.45350477,Shawano Lake,Shawano,VILLAGE OF CECIL,27,17,E,No
628782.733911989,480867.544367298,1846,2164,Wolf River Access,RAMP,Paved,No,TOWNSHIP,Town of Richmond,715-526-6527,44.79292693,-88.62472221,Wolf River,Shawano,TOWN OF RICHMOND,27,15,E,No
630166.85921199,479955.8022673,1847,2165,North Sawyer Street Boat Ramp,RAMP,Concrete,Yes,CITY,Park & Recreation Dept.,(715) 526-6171,44.78450958,-88.60742598,Shawano Lake Outlet,Shawano,CITY OF SHAWANO,27,16,E,No
625077.195511989,469344.4063673,1848,2166,Grass Lake Access,RAMP,Paved,Yes,TOWNSHIP,Town of Belle Plaine,715-524-2690,44.68977412,-88.67392958,Cloverleaf Chain,Shawano,TOWN OF BELLE PLAINE,26,15,E,No
643861.705811989,484664.069667298,1849,2168,Korth Lake Boat Ramp,RAMP,Gravel,No,TOWNSHIP,Town of Washington,715-745-2474,44.82463698,-88.43322937,Korth Lake,Shawano,TOWN OF WASHINGTON,27,17,E,No
643217.834711989,467864.043067299,1850,2169,White Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Lessor,920-833-1377,44.67356503,-88.44542963,White Lake,Shawano,TOWN OF LESSOR,25,17,E,No
646254.911011989,481531.3857673,1851,2170,White Clay Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Washington,715-851-6592,44.79602756,-88.40374645,White Clay Lake,Shawano,TOWN OF WASHINGTON,27,17,E,No
646692.572711989,483834.773567298,1852,2171,Pensaukee Lake Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Washington,715-745-2474,44.81667761,-88.39764133,Pensaukee Lake,Shawano,TOWN OF WASHINGTON,27,17,E,No
618185.209211989,493611.533267299,1853,2172,Beaulieu Lake Access,CARRY-IN,Gravel,No,TOWNSHIP,Town of Red Springs,715-787-3356,44.90915804,-88.75620093,Beaulieu Lake,Shawano,TOWN OF RED SPRINGS,28,14,E,No
618445.71161199,494086.782267299,1854,2173,Koonz Lake Boat Ramp,RAMP,Concrete,No,TOWNSHIP,Town of Red Springs,715-787-3356,44.91339927,-88.75280918,Koonz Lake,Shawano,TOWN OF RED SPRINGS,28,14,E,No
615352.18701199,488781.9021673,1855,2174,Gresham Lions Club Park Boat Launch,RAMP,Gravel,No,OTHER,Gresham Lions Club,,44.86601005,-88.79299214,Upper Red Lake,Shawano,TOWN OF RED SPRINGS,28,14,E,No
616103.735011989,487483.619867299,1856,2175,Gresham Riverside Park Boat Launch,RAMP,Gravel,No,VILLAGE,Village of Gresham,(715) 787-3244,44.85429043,-88.78372554,Lower Red Lake,Shawano,VILLAGE OF GRESHAM,27,14,E,No
615597.63921199,487549.383267298,1857,2176,Upper Red Lake Landing,RAMP,Grate,No,VILLAGE,Village of Gresham,(715) 787-3244,44.85495034,-88.79011678,Upper Red Lake,Shawano,VILLAGE OF GRESHAM,27,14,E,No
616722.89151199,487699.854367299,1858,2177,Lower Red Lake Access,RAMP,Gravel,No,VILLAGE,Village of Gresham,(715) 787-3244,44.85615285,-88.77585013,Lower Red Lake,Shawano,VILLAGE OF GRESHAM,27,14,E,No
